# Electric power consumption in Hakusan campus [kWh]  
Date,"bldg_1","bldg_2&3","bldg_4","bldg_5","bldg_6","bldg_7","bldg_8&9","bldg_10","Hosui-kaikan","Total"
2016/10/21,3830 ,8200 ,2200 ,1700 ,6940 ,119 ,3200 ,0 ,505 ,27260 
2016/10/22,2390 ,7090 ,2100 ,1400 ,5417 ,111 ,2700 ,0 ,322 ,22054 
2016/10/23,2160 ,5170 ,1400 ,1700 ,3954 ,89 ,1570 ,0 ,256 ,16710 
2016/10/24,3710 ,7850 ,2100 ,2000 ,6919 ,116 ,3100 ,0 ,372 ,26671 
2016/10/25,3300 ,7930 ,2000 ,2200 ,6942 ,117 ,3180 ,0 ,415 ,26650 
2016/10/26,4160 ,8290 ,2000 ,1600 ,7413 ,116 ,3450 ,0 ,405 ,28068 
2016/10/27,3660 ,7950 ,2100 ,1800 ,7141 ,136 ,3100 ,0 ,406 ,26836 
2016/10/28,3460 ,7890 ,2300 ,1700 ,6636 ,117 ,3130 ,0 ,434 ,26291 
2016/10/29,2450 ,7060 ,1700 ,2000 ,5213 ,111 ,2700 ,0 ,316 ,22066 
2016/10/30,1560 ,4270 ,1300 ,2000 ,3043 ,87 ,1520 ,0 ,238 ,14278 
2016/10/31,3250 ,7750 ,2100 ,1600 ,6831 ,115 ,3250 ,0 ,544 ,26009 
2016/11/1,3570 ,7940 ,2100 ,1700 ,6756 ,117 ,3530 ,0 ,488 ,26821 
2016/11/2,2920 ,8400 ,1900 ,1700 ,6770 ,117 ,3760 ,0 ,575 ,26625 
2016/11/3,1560 ,4440 ,1400 ,1500 ,2578 ,95 ,1740 ,0 ,220 ,13890 
2016/11/4,2410 ,5470 ,1600 ,1700 ,3583 ,105 ,2410 ,0 ,518 ,18276 
2016/11/5,2530 ,4980 ,1500 ,1900 ,3951 ,90 ,1860 ,0 ,302 ,17514 
2016/11/6,2050 ,4350 ,1500 ,1700 ,3516 ,96 ,1400 ,0 ,230 ,15195 
2016/11/7,1470 ,5420 ,1100 ,1500 ,3484 ,119 ,2840 ,0 ,673 ,16980 
2016/11/8,3940 ,8360 ,1900 ,1800 ,6807 ,120 ,3840 ,0 ,611 ,28008 
2016/11/9,3180 ,8680 ,2000 ,1800 ,7116 ,113 ,4120 ,0 ,694 ,28301 
2016/11/10,3910 ,8920 ,2100 ,2200 ,7082 ,135 ,4300 ,0 ,654 ,29875 
2016/11/11,5080 ,8690 ,2300 ,2300 ,7315 ,138 ,4520 ,0 ,682 ,31747 
2016/11/12,2760 ,7300 ,1700 ,1500 ,5748 ,113 ,3360 ,0 ,412 ,23418 
2016/11/13,2520 ,4370 ,1000 ,1300 ,3584 ,90 ,1760 ,0 ,305 ,15199 
2016/11/14,3410 ,8380 ,2000 ,1900 ,7137 ,133 ,4080 ,0 ,542 ,28237 
2016/11/15,3010 ,8260 ,2000 ,1900 ,7097 ,129 ,3860 ,0 ,499 ,27340 
2016/11/16,2930 ,8660 ,2000 ,1800 ,7195 ,114 ,4500 ,0 ,599 ,28399 
2016/11/17,3450 ,8430 ,2000 ,1800 ,6929 ,133 ,3850 ,0 ,559 ,27785 
2016/11/18,3260 ,8080 ,2100 ,2000 ,6746 ,117 ,3870 ,0 ,563 ,27241 
2016/11/19,3670 ,7400 ,1800 ,1800 ,5218 ,126 ,3150 ,0 ,371 ,24174 
2016/11/20,1670 ,5420 ,1200 ,1200 ,2342 ,96 ,1720 ,0 ,301 ,14182 
2016/11/21,3600 ,8330 ,2200 ,1700 ,7150 ,127 ,3980 ,0 ,637 ,28331 
2016/11/22,3700 ,8270 ,1900 ,1700 ,7030 ,128 ,3790 ,0 ,519 ,27677 
2016/11/23,3720 ,8360 ,2000 ,1700 ,7096 ,119 ,3830 ,0 ,482 ,27855 
2016/11/24,6340 ,8970 ,2400 ,2200 ,7724 ,146 ,4760 ,0 ,934 ,34255 
2016/11/25,5290 ,8760 ,2300 ,1800 ,7269 ,125 ,4180 ,0 ,686 ,31069 
2016/11/26,4860 ,7520 ,2000 ,2100 ,6103 ,124 ,3790 ,0 ,413 ,27525 
2016/11/27,2610 ,5960 ,1200 ,1500 ,3022 ,86 ,1950 ,0 ,237 ,16990 
2016/11/28,4570 ,8540 ,2200 ,1900 ,7411 ,128 ,4430 ,0 ,751 ,30530 
2016/11/29,5110 ,8590 ,2100 ,2100 ,7515 ,128 ,4430 ,0 ,672 ,31364 
2016/11/30,4810 ,8920 ,2200 ,2000 ,7488 ,116 ,4270 ,0 ,722 ,31161 
2016/12/1,4710 ,8680 ,2000 ,2200 ,7171 ,138 ,4180 ,0 ,667 ,30409 
2016/12/2,4530 ,8390 ,2100 ,2200 ,7159 ,134 ,4240 ,0 ,612 ,29968 
2016/12/3,3140 ,7230 ,1900 ,1700 ,5849 ,121 ,3450 ,0 ,405 ,24336 
2016/12/4,2350 ,4360 ,1300 ,1300 ,3391 ,88 ,1980 ,0 ,312 ,15427 
2016/12/5,3950 ,8160 ,2100 ,2000 ,7032 ,132 ,3960 ,0 ,548 ,28514 
2016/12/6,3650 ,8320 ,1900 ,2200 ,7364 ,122 ,4290 ,0 ,605 ,28998 
2016/12/7,5060 ,8690 ,2100 ,1900 ,7591 ,123 ,4250 ,0 ,659 ,31103 
2016/12/8,4650 ,8430 ,2000 ,2300 ,7459 ,143 ,4420 ,0 ,630 ,30621 
2016/12/9,3840 ,8500 ,2100 ,1700 ,7099 ,131 ,4150 ,0 ,626 ,28821 
2016/12/10,4100 ,7300 ,2000 ,2100 ,5422 ,108 ,3350 ,0 ,499 ,25436 
2016/12/11,2590 ,4680 ,1100 ,1300 ,3679 ,110 ,2450 ,0 ,389 ,16694 
2016/12/12,5570 ,8650 ,2200 ,2200 ,7502 ,125 ,4780 ,0 ,790 ,32490 
2016/12/13,4920 ,8660 ,2200 ,2200 ,7436 ,117 ,4530 ,0 ,715 ,31414 
2016/12/14,5220 ,9070 ,2200 ,2100 ,7528 ,119 ,4560 ,0 ,704 ,32239 
2016/12/15,5680 ,8900 ,2200 ,2100 ,7613 ,130 ,4500 ,0 ,842 ,32694 
2016/12/16,6190 ,8660 ,2400 ,2600 ,7815 ,134 ,4910 ,0 ,706 ,34099 
2016/12/17,4910 ,7530 ,2000 ,2200 ,6468 ,103 ,3750 ,0 ,443 ,28045 
2016/12/18,2900 ,5400 ,1400 ,2200 ,3645 ,73 ,1950 ,0 ,274 ,18261 
2016/12/19,5330 ,8520 ,2100 ,2100 ,7313 ,119 ,4410 ,0 ,703 ,31363 
2016/12/20,5030 ,8460 ,2100 ,2300 ,7586 ,105 ,4240 ,0 ,664 ,31085 
2016/12/21,3860 ,8310 ,2100 ,1600 ,7232 ,95 ,4300 ,0 ,622 ,28728 
2016/12/22,3900 ,8100 ,1900 ,1600 ,7092 ,132 ,3990 ,0 ,535 ,27856 
2016/12/23,2770 ,7740 ,2000 ,1500 ,6681 ,126 ,3240 ,0 ,431 ,25044 
2016/12/24,3350 ,7060 ,1700 ,1400 ,5191 ,115 ,3480 ,0 ,293 ,23026 
2016/12/25,1260 ,4460 ,1300 ,1000 ,2266 ,86 ,2000 ,0 ,223 ,12884 
2016/12/26,6090 ,8520 ,2200 ,1700 ,7337 ,122 ,4140 ,0 ,541 ,31390 
2016/12/27,1250 ,4340 ,1200 ,1200 ,2688 ,87 ,2050 ,0 ,290 ,13336 
2016/12/28,760 ,2150 ,500 ,500 ,1591 ,84 ,760 ,0 ,210 ,6884 
2016/12/29,1260 ,4330 ,1100 ,900 ,2244 ,86 ,1980 ,0 ,222 ,12392 
2016/12/30,1150 ,4310 ,900 ,900 ,2143 ,95 ,1860 ,0 ,226 ,11853 
2016/12/31,1080 ,4050 ,800 ,900 ,2047 ,87 ,1720 ,0 ,224 ,11183 
2017/1/1,1180 ,3800 ,700 ,1000 ,1901 ,88 ,1220 ,0 ,209 ,10230 
2017/1/2,1030 ,3910 ,800 ,800 ,1989 ,87 ,1590 ,0 ,220 ,10742 
2017/1/3,1100 ,3940 ,700 ,1000 ,2009 ,89 ,1580 ,0 ,217 ,10784 
2017/1/4,1070 ,4280 ,1000 ,900 ,2141 ,82 ,1890 ,0 ,215 ,11915 
2017/1/5,2580 ,5660 ,1100 ,1100 ,2988 ,87 ,2370 ,0 ,329 ,16568 
2017/1/6,7930 ,9800 ,2300 ,2300 ,8285 ,130 ,5230 ,0 ,899 ,37658 
2017/1/7,6400 ,7610 ,1900 ,2000 ,6845 ,132 ,4300 ,0 ,522 ,30436 
2017/1/8,2710 ,5420 ,1100 ,1200 ,2983 ,96 ,2660 ,0 ,399 ,16975 
2017/1/9,2510 ,4810 ,1100 ,1300 ,2702 ,87 ,2250 ,0 ,286 ,15395 
2017/1/10,7310 ,9080 ,2200 ,2000 ,8547 ,133 ,4770 ,0 ,695 ,35449 
2017/1/11,6770 ,9110 ,2200 ,1900 ,8174 ,122 ,5090 ,0 ,660 ,34741 
2017/1/12,6270 ,8660 ,2100 ,1800 ,7848 ,133 ,4700 ,0 ,643 ,32890 
2017/1/13,2720 ,6720 ,1300 ,1400 ,3888 ,132 ,4150 ,0 ,638 ,21410 
2017/1/14,2640 ,5790 ,1400 ,1200 ,3156 ,106 ,3490 ,0 ,356 ,18621 
2017/1/15,2390 ,4350 ,1100 ,1100 ,4020 ,108 ,2440 ,0 ,458 ,16229 
2017/1/16,4440 ,9880 ,2400 ,2200 ,8669 ,131 ,5270 ,0 ,770 ,34569 
2017/1/17,4820 ,9110 ,2200 ,2300 ,8479 ,132 ,5310 ,0 ,704 ,33706 
2017/1/18,3130 ,8170 ,2000 ,1500 ,6329 ,121 ,4360 ,0 ,695 ,26977 
2017/1/19,3820 ,8940 ,2300 ,2000 ,8059 ,147 ,5140 ,0 ,722 ,31711 
2017/1/20,4330 ,9220 ,2300 ,1900 ,7841 ,142 ,5950 ,0 ,680 ,33151 
2017/1/21,3460 ,8070 ,1900 ,1600 ,6290 ,213 ,4640 ,0 ,434 ,27173 
2017/1/22,1920 ,5440 ,1200 ,1000 ,2359 ,90 ,1960 ,0 ,256 ,14571 
2017/1/23,4400 ,9110 ,2200 ,2100 ,8333 ,128 ,5280 ,0 ,761 ,32908 
2017/1/24,3690 ,8330 ,2300 ,1800 ,7056 ,121 ,5400 ,0 ,722 ,30096 
2017/1/25,3410 ,8640 ,2100 ,1700 ,6888 ,114 ,5690 ,0 ,703 ,29938 
2017/1/26,3440 ,8340 ,2100 ,1800 ,7234 ,119 ,5380 ,0 ,683 ,29757 
2017/1/27,3350 ,8330 ,2100 ,1700 ,6417 ,109 ,5280 ,0 ,637 ,28477 
2017/1/28,2700 ,6770 ,1800 ,1800 ,5048 ,121 ,4660 ,0 ,463 ,23861 
2017/1/29,2000 ,4220 ,1100 ,1100 ,2368 ,87 ,1910 ,0 ,214 ,13525 
2017/1/30,4010 ,7600 ,2000 ,1600 ,6344 ,109 ,4680 ,0 ,661 ,27604 
2017/1/31,3290 ,7700 ,1800 ,1700 ,5745 ,122 ,4980 ,0 ,697 ,26565 
2017/2/1,2310 ,5840 ,1400 ,1500 ,4666 ,113 ,3630 ,0 ,737 ,20652 
2017/2/2,5120 ,7860 ,2000 ,1800 ,5712 ,144 ,4210 ,0 ,650 ,28197 
2017/2/3,5200 ,7550 ,2000 ,1700 ,5469 ,145 ,4510 ,0 ,619 ,27769 
2017/2/4,4740 ,6680 ,1600 ,2200 ,4599 ,116 ,3850 ,0 ,344 ,24697 
2017/2/5,2040 ,4340 ,1300 ,1500 ,2318 ,96 ,2110 ,0 ,258 ,14381 
2017/2/6,4120 ,7480 ,1700 ,1400 ,5486 ,121 ,4740 ,0 ,617 ,26330 
2017/2/7,3870 ,6740 ,1200 ,1400 ,3855 ,103 ,3340 ,0 ,683 ,21630 
2017/2/8,2770 ,5860 ,1200 ,1500 ,4605 ,99 ,3090 ,0 ,856 ,20413 
2017/2/9,2920 ,6780 ,1200 ,1400 ,4604 ,106 ,3360 ,0 ,772 ,21658 
2017/2/10,2910 ,6380 ,1100 ,1400 ,4315 ,103 ,3200 ,0 ,730 ,20625 
2017/2/11,2730 ,5240 ,1200 ,1300 ,3038 ,104 ,2270 ,0 ,358 ,16604 
2017/2/12,1690 ,5140 ,1100 ,1000 ,2542 ,105 ,1820 ,0 ,380 ,14069 
2017/2/13,3850 ,6400 ,1600 ,1600 ,4507 ,108 ,4010 ,0 ,747 ,23316 
2017/2/14,3870 ,6660 ,1700 ,1500 ,4181 ,100 ,4180 ,0 ,752 ,23470 
2017/2/15,3300 ,7070 ,1700 ,1700 ,4812 ,101 ,3960 ,0 ,701 ,23953 
2017/2/16,3830 ,6990 ,1600 ,1600 ,4255 ,104 ,3720 ,0 ,641 ,23288 
2017/2/17,3080 ,6920 ,1600 ,1600 ,4027 ,103 ,2741 ,229 ,584 ,21311 
2017/2/18,4280 ,6090 ,1600 ,1500 ,4416 ,93 ,2625 ,205 ,374 ,21740 
2017/2/19,2280 ,4320 ,1100 ,1000 ,2741 ,92 ,1903 ,177 ,282 ,14239 
2017/2/20,2360 ,6550 ,1500 ,1500 ,3902 ,95 ,3024 ,206 ,652 ,20230 
2017/2/21,4830 ,6740 ,1700 ,1700 ,4884 ,96 ,3293 ,247 ,652 ,24713 
2017/2/22,3850 ,6950 ,1500 ,1900 ,4344 ,98 ,3184 ,316 ,730 ,23357 
2017/2/23,2830 ,6600 ,1600 ,1900 ,4462 ,95 ,3019 ,271 ,658 ,21952 
2017/2/24,3540 ,6730 ,1600 ,1900 ,3946 ,115 ,2947 ,233 ,681 ,22266 
2017/2/25,3500 ,5910 ,1400 ,1300 ,4207 ,90 ,2621 ,209 ,395 ,20014 
2017/2/26,1920 ,4140 ,900 ,900 ,2347 ,92 ,1283 ,77 ,334 ,12325 
2017/2/27,4670 ,5730 ,1400 ,1400 ,4073 ,96 ,3158 ,192 ,740 ,21950 
2017/2/28,3770 ,7160 ,1500 ,1500 ,4413 ,94 ,3370 ,200 ,668 ,23212 
2017/3/1,4370 ,6540 ,1700 ,2000 ,4754 ,91 ,3853 ,217 ,565 ,24602 
2017/3/2,4140 ,6810 ,1800 ,2000 ,4733 ,93 ,3529 ,301 ,550 ,24553 
2017/3/3,3060 ,6290 ,1500 ,1300 ,3766 ,91 ,3447 ,253 ,469 ,20678 
2017/3/4,2390 ,5520 ,1000 ,1200 ,3041 ,96 ,2281 ,169 ,234 ,16230 
2017/3/5,3160 ,4460 ,1000 ,1000 ,2409 ,94 ,1513 ,77 ,253 ,14362 
2017/3/6,2660 ,5740 ,1200 ,1300 ,3291 ,94 ,2705 ,205 ,603 ,18138 
2017/3/7,4490 ,6510 ,1600 ,1800 ,4178 ,95 ,3521 ,259 ,517 ,23589 
2017/3/8,4200 ,6560 ,1500 ,1800 ,4174 ,91 ,3926 ,264 ,532 ,23619 
2017/3/9,3600 ,6340 ,1500 ,1900 ,4449 ,96 ,3840 ,240 ,457 ,22771 
2017/3/10,4010 ,6140 ,1400 ,1800 ,4272 ,95 ,3719 ,301 ,518 ,22853 
2017/3/11,3190 ,5550 ,1200 ,1300 ,3545 ,97 ,3186 ,304 ,265 ,19036 
2017/3/12,1330 ,4000 ,1000 ,1000 ,2698 ,98 ,1608 ,102 ,171 ,12281 
2017/3/13,4220 ,6860 ,1600 ,1300 ,4615 ,96 ,4125 ,315 ,605 ,24277 
2017/3/14,4850 ,6490 ,1500 ,1500 ,4411 ,98 ,3868 ,382 ,625 ,24349 
2017/3/15,4850 ,6340 ,1600 ,2000 ,4279 ,93 ,4459 ,461 ,611 ,25267 
2017/3/16,3580 ,6160 ,1500 ,1500 ,4167 ,93 ,3519 ,381 ,506 ,21882 
2017/3/17,3620 ,6230 ,1600 ,1700 ,3792 ,95 ,3595 ,355 ,491 ,21969 
2017/3/18,2970 ,5620 ,1200 ,1400 ,3494 ,87 ,2981 ,299 ,245 ,18783 
2017/3/19,1250 ,4030 ,1000 ,1300 ,2465 ,92 ,2016 ,124 ,183 ,12766 
2017/3/20,2070 ,4300 ,1100 ,1000 ,2304 ,96 ,2139 ,311 ,210 ,13883 
2017/3/21,4510 ,6300 ,1500 ,1400 ,4188 ,99 ,3291 ,379 ,451 ,22626 
2017/3/22,3290 ,6060 ,1400 ,1800 ,3984 ,98 ,3372 ,378 ,487 ,21343 
2017/3/23,3270 ,6220 ,1600 ,1300 ,4639 ,84 ,3477 ,533 ,353 ,21955 
2017/3/24,3710 ,6230 ,1500 ,1900 ,4430 ,87 ,3480 ,430 ,438 ,22746 
2017/3/25,3770 ,4600 ,1300 ,1900 ,3164 ,84 ,2420 ,370 ,209 ,18245 
2017/3/26,1560 ,4050 ,1100 ,1100 ,2275 ,80 ,2034 ,176 ,144 ,12763 
2017/3/27,3820 ,6600 ,1700 ,1700 ,4442 ,86 ,3591 ,439 ,542 ,23499 
2017/3/28,3360 ,6100 ,1400 ,1800 ,5602 ,87 ,3422 ,428 ,391 ,23120 
2017/3/29,3050 ,6330 ,1500 ,1700 ,3974 ,84 ,3191 ,409 ,469 ,21206 
2017/3/30,3030 ,6040 ,1400 ,1800 ,3715 ,83 ,3073 ,377 ,365 ,20344 
2017/3/31,2730 ,6120 ,1600 ,2100 ,3984 ,87 ,3439 ,441 ,434 ,21400 
2017/4/1,4230 ,7080 ,1400 ,1400 ,5285 ,83 ,3733 ,457 ,250 ,24477 
2017/4/2,1390 ,4010 ,900 ,1000 ,2561 ,84 ,1587 ,173 ,163 ,12115 
2017/4/3,3510 ,7450 ,2000 ,2000 ,6268 ,86 ,3935 ,475 ,464 ,26789 
2017/4/4,3760 ,7020 ,1800 ,1800 ,6526 ,85 ,3706 ,444 ,415 ,26204 
2017/4/5,2660 ,6700 ,1600 ,1600 ,5710 ,86 ,3285 ,425 ,405 ,22946 
2017/4/6,1820 ,5910 ,1200 ,1400 ,3902 ,100 ,2638 ,382 ,328 ,18110 
2017/4/7,2240 ,6460 ,1600 ,1300 ,5052 ,102 ,3251 ,419 ,348 ,21238 
2017/4/8,2290 ,6020 ,1400 ,1500 ,4202 ,99 ,2758 ,412 ,202 ,19341 
2017/4/9,1280 ,3850 ,1000 ,1200 ,2316 ,98 ,1463 ,167 ,163 ,11759 
2017/4/10,4210 ,7500 ,1700 ,1700 ,6600 ,128 ,3903 ,517 ,430 ,27314 
2017/4/11,4780 ,8040 ,2100 ,1700 ,6936 ,117 ,4420 ,570 ,475 ,29783 
2017/4/12,3090 ,7460 ,1800 ,1600 ,6512 ,115 ,3495 ,475 ,380 ,25465 
2017/4/13,3610 ,7150 ,1700 ,1500 ,6482 ,128 ,3697 ,513 ,426 ,25776 
2017/4/14,3450 ,7270 ,1800 ,1500 ,6943 ,139 ,3485 ,455 ,361 ,25932 
2017/4/15,2000 ,6420 ,1500 ,1200 ,4776 ,124 ,2861 ,349 ,190 ,19870 
2017/4/16,1150 ,4140 ,1200 ,1000 ,2434 ,94 ,1920 ,120 ,159 ,12410 
2017/4/17,3000 ,7290 ,1600 ,1500 ,6746 ,119 ,3292 ,458 ,320 ,24953 
2017/4/18,3800 ,7500 ,1800 ,1500 ,7303 ,117 ,3471 ,449 ,328 ,26830 
2017/4/19,3000 ,7390 ,1700 ,1800 ,6970 ,113 ,3255 ,445 ,365 ,25536 
2017/4/20,2980 ,7270 ,1600 ,1700 ,6847 ,121 ,3259 ,471 ,348 ,25144 
2017/4/21,2940 ,7410 ,1700 ,1600 ,6497 ,130 ,3136 ,474 ,304 ,24707 
2017/4/22,2030 ,6430 ,1500 ,1200 ,4834 ,118 ,2579 ,381 ,202 ,19726 
2017/4/23,1500 ,4540 ,1000 ,1000 ,2229 ,93 ,1372 ,118 ,163 ,12215 
2017/4/24,2770 ,7330 ,1700 ,1400 ,6579 ,123 ,3227 ,473 ,340 ,24455 
2017/4/25,3080 ,7330 ,1700 ,1400 ,6729 ,112 ,3067 ,443 ,311 ,24741 
2017/4/26,2940 ,7500 ,1700 ,1400 ,6720 ,118 ,3108 ,482 ,329 ,24833 
2017/4/27,2820 ,7360 ,1800 ,1500 ,6715 ,116 ,3249 ,501 ,328 ,24839 
2017/4/28,2960 ,7450 ,1800 ,1300 ,6636 ,121 ,3016 ,454 ,316 ,24657 
2017/4/29,1980 ,6350 ,1600 ,1200 ,4769 ,118 ,2219 ,341 ,156 ,19126 
2017/4/30,1210 ,4060 ,1000 ,1000 ,2211 ,87 ,1269 ,111 ,123 ,11246 
2017/5/1,1520 ,4880 ,1200 ,1000 ,2542 ,92 ,1735 ,335 ,179 ,13840 
2017/5/2,1360 ,4740 ,1200 ,1000 ,2236 ,90 ,1675 ,315 ,147 ,13019 
2017/5/3,1170 ,4070 ,1100 ,900 ,2112 ,89 ,1569 ,331 ,149 ,11784 
2017/5/4,1210 ,4050 ,1000 ,900 ,2160 ,91 ,1554 ,326 ,139 ,11713 
2017/5/5,1300 ,4120 ,1000 ,900 ,2321 ,94 ,1760 ,300 ,143 ,12237 
2017/5/6,2720 ,6650 ,1600 ,1200 ,4640 ,128 ,2918 ,342 ,151 ,20791 
2017/5/7,1400 ,4100 ,1100 ,900 ,2227 ,89 ,1380 ,120 ,148 ,11754 
2017/5/8,4080 ,7910 ,1900 ,1500 ,7037 ,117 ,3278 ,462 ,323 ,27211 
2017/5/9,3500 ,7810 ,1900 ,1800 ,7161 ,114 ,3276 ,444 ,302 ,26793 
2017/5/10,3110 ,7600 ,1900 ,1400 ,7188 ,125 ,3255 ,475 ,320 ,25986 
2017/5/11,4770 ,7910 ,2000 ,1500 ,7488 ,130 ,3425 ,505 ,335 ,28629 
2017/5/12,4360 ,8010 ,2100 ,1500 ,7378 ,143 ,3596 ,444 ,427 ,28557 
2017/5/13,2270 ,6650 ,1600 ,1200 ,5242 ,120 ,2608 ,372 ,259 ,20808 
2017/5/14,1250 ,3980 ,1300 ,900 ,2246 ,87 ,1471 ,139 ,141 ,11766 
2017/5/15,3320 ,7420 ,1900 ,1500 ,7099 ,122 ,3333 ,467 ,349 ,26014 
2017/5/16,3720 ,7640 ,1900 ,1500 ,7323 ,106 ,3510 ,420 ,380 ,27059 
2017/5/17,3310 ,7520 ,1900 ,1400 ,7034 ,102 ,3335 ,455 ,387 ,26042 
2017/5/18,3560 ,7540 ,1900 ,1500 ,7258 ,134 ,3431 ,479 ,389 ,26759 
2017/5/19,4130 ,7780 ,1900 ,1600 ,7351 ,134 ,3227 ,443 ,400 ,27477 
2017/5/20,2930 ,6960 ,1600 ,1200 ,5467 ,119 ,2658 ,342 ,289 ,22049 
2017/5/21,2270 ,4990 ,1400 ,900 ,2885 ,86 ,1579 ,101 ,144 ,14691 
2017/5/22,5150 ,8340 ,2100 ,1700 ,7798 ,121 ,4084 ,496 ,522 ,30957 
2017/5/23,5190 ,8430 ,2300 ,1900 ,8059 ,113 ,3954 ,466 ,487 ,31589 
2017/5/24,4820 ,7970 ,2200 ,1800 ,7841 ,117 ,3584 ,496 ,477 ,29956 
2017/5/25,4830 ,7970 ,2200 ,1900 ,7831 ,133 ,3555 ,515 ,475 ,30057 
2017/5/26,4380 ,7570 ,2200 ,1700 ,7313 ,144 ,3355 ,485 ,388 ,28216 
2017/5/27,2890 ,6810 ,1700 ,1300 ,5455 ,122 ,3085 ,365 ,265 ,22439 
2017/5/28,1400 ,3980 ,1400 ,1400 ,2345 ,93 ,1309 ,121 ,137 ,12432 
2017/5/29,4770 ,8000 ,2200 ,1600 ,7596 ,128 ,3728 ,462 ,449 ,29606 
2017/5/30,5770 ,8360 ,2200 ,2000 ,8061 ,126 ,3755 ,445 ,482 ,31881 
2017/5/31,5570 ,8330 ,2300 ,1800 ,8069 ,132 ,3875 ,515 ,595 ,31867 
2017/6/1,5340 ,8270 ,2200 ,1700 ,7908 ,148 ,4043 ,527 ,478 ,31316 
2017/6/2,5100 ,8240 ,2200 ,1800 ,7742 ,140 ,3738 ,472 ,478 ,30608 
2017/6/3,3240 ,7050 ,1800 ,1400 ,5393 ,113 ,3081 ,329 ,317 ,23237 
2017/6/4,1370 ,4240 ,1400 ,900 ,2496 ,84 ,1536 ,104 ,152 ,12595 
2017/6/5,4490 ,7950 ,2200 ,1700 ,7433 ,113 ,4025 ,485 ,455 ,29434 
2017/6/6,4430 ,7840 ,2100 ,1600 ,7610 ,104 ,3671 ,429 ,350 ,28785 
2017/6/7,4430 ,7750 ,2100 ,1700 ,7635 ,109 ,3564 ,466 ,428 ,28744 
2017/6/8,4980 ,8070 ,2200 ,1700 ,7829 ,132 ,3855 ,525 ,407 ,30445 
2017/6/9,4990 ,8020 ,2300 ,1700 ,7490 ,141 ,3585 ,415 ,448 ,29690 
2017/6/10,3690 ,7400 ,1800 ,1300 ,5731 ,125 ,3052 ,278 ,304 ,24255 
2017/6/11,2340 ,4980 ,1300 ,1600 ,3864 ,70 ,1821 ,149 ,181 ,16604 
2017/6/12,4650 ,8160 ,2100 ,1800 ,7457 ,110 ,3853 ,447 ,463 ,29730 
2017/6/13,3860 ,7810 ,1900 ,1800 ,7541 ,92 ,3678 ,402 ,353 ,28040 
2017/6/14,4230 ,7850 ,2100 ,1800 ,7502 ,124 ,3462 ,478 ,454 ,28614 
2017/6/15,5050 ,8030 ,2100 ,2000 ,7728 ,127 ,3733 ,447 ,373 ,30291 
2017/6/16,5100 ,8200 ,2400 ,2000 ,7738 ,139 ,3890 ,410 ,479 ,31049 
2017/6/17,3000 ,7220 ,1900 ,1600 ,4454 ,118 ,3064 ,316 ,265 ,22450 
2017/6/18,1820 ,5090 ,1300 ,1300 ,4582 ,96 ,1820 ,170 ,164 ,16700 
2017/6/19,4990 ,8270 ,2200 ,1800 ,7574 ,106 ,3918 ,432 ,464 ,30400 
2017/6/20,5440 ,8350 ,2200 ,2100 ,8124 ,118 ,3929 ,391 ,480 ,31801 
2017/6/21,5110 ,8270 ,2400 ,1700 ,7925 ,132 ,3940 ,500 ,486 ,31206 
2017/6/22,5450 ,8240 ,2200 ,1700 ,7925 ,133 ,4121 ,449 ,461 ,31317 
2017/6/23,6010 ,8690 ,2400 ,1900 ,7960 ,148 ,3893 ,447 ,509 ,32754 
2017/6/24,4270 ,7350 ,2000 ,2000 ,6310 ,120 ,2988 ,312 ,288 ,26171 
2017/6/25,1890 ,5220 ,1700 ,1900 ,2995 ,104 ,1676 ,154 ,134 ,16212 
2017/6/26,5530 ,8270 ,2300 ,1900 ,8131 ,129 ,3972 ,468 ,520 ,31903 
2017/6/27,5800 ,8450 ,2300 ,1700 ,8227 ,117 ,4093 ,437 ,449 ,32295 
2017/6/28,5600 ,8440 ,2400 ,1800 ,8175 ,121 ,4136 ,504 ,556 ,32360 
2017/6/29,6110 ,8830 ,2300 ,1700 ,8527 ,139 ,4328 ,472 ,568 ,33744 
2017/6/30,5620 ,8740 ,2400 ,1800 ,8150 ,150 ,4104 ,486 ,502 ,32676 
2017/7/1,3280 ,7850 ,2100 ,1400 ,6050 ,127 ,3086 ,314 ,343 ,25141 
2017/7/2,2170 ,5390 ,1700 ,1800 ,3742 ,109 ,1777 ,133 ,244 ,17460 
2017/7/3,4920 ,9730 ,2500 ,2100 ,9446 ,125 ,4954 ,526 ,569 ,35605 
2017/7/4,4810 ,9730 ,2500 ,2200 ,9257 ,122 ,4678 ,492 ,584 ,35156 
2017/7/5,5100 ,9360 ,2600 ,1800 ,9185 ,124 ,5126 ,534 ,668 ,35316 
2017/7/6,4950 ,9550 ,2500 ,2000 ,8986 ,136 ,4782 ,548 ,536 ,34783 
2017/7/7,4930 ,9970 ,2700 ,2400 ,9180 ,157 ,4897 ,543 ,566 ,36089 
2017/7/8,3860 ,8340 ,2200 ,2200 ,6964 ,126 ,3883 ,397 ,343 ,29028 
2017/7/9,2320 ,5680 ,1800 ,1200 ,3404 ,110 ,2470 ,90 ,145 ,17698 
