# Electric power consumption in Hakusan campus [kWh]  
Date,"bldg_1","bldg_2&3","bldg_4","bldg_5","bldg_6","bldg_7","bldg_8&9","bldg_10","Hosui-kaikan","Total"
2016/2/2,5530 ,8240 ,2000 ,1600 ,5697 ,93 ,4410 ,0 ,482 ,28675 
2016/2/3,5560 ,8260 ,1800 ,1900 ,5960 ,108 ,4260 ,0 ,461 ,28947 
2016/2/4,5510 ,7810 ,1900 ,1500 ,5402 ,110 ,4780 ,0 ,444 ,28071 
2016/2/5,5510 ,7810 ,1900 ,1500 ,4555 ,84 ,3350 ,0 ,409 ,22854 
2016/2/6,3390 ,5530 ,1000 ,1200 ,3171 ,106 ,2360 ,0 ,332 ,17490 
2016/2/7,3380 ,4560 ,900 ,1300 ,2637 ,83 ,1530 ,0 ,188 ,14855 
2016/2/8,4510 ,6510 ,1100 ,1300 ,4762 ,85 ,3040 ,0 ,647 ,22491 
2016/2/9,4210 ,6580 ,1000 ,1600 ,4394 ,81 ,2970 ,0 ,583 ,21848 
2016/2/10,4350 ,6550 ,1200 ,1500 ,4577 ,85 ,2940 ,0 ,621 ,22333 
2016/2/11,4180 ,5230 ,1100 ,1300 ,3341 ,82 ,2270 ,0 ,281 ,18231 
2016/2/12,5050 ,7550 ,1900 ,1800 ,4593 ,89 ,3530 ,0 ,478 ,25502 
2016/2/13,4030 ,6300 ,1300 ,1300 ,4748 ,150 ,2950 ,0 ,199 ,21530 
2016/2/14,2050 ,5080 ,1100 ,1100 ,2731 ,96 ,1980 ,0 ,146 ,14549 
2016/2/15,3900 ,6950 ,1600 ,1500 ,4039 ,92 ,3390 ,0 ,433 ,22385 
2016/2/16,3820 ,7060 ,1500 ,1500 ,4111 ,82 ,3080 ,0 ,462 ,22187 
2016/2/17,4140 ,7380 ,1400 ,1500 ,4404 ,91 ,3160 ,0 ,442 ,23016 
2016/2/18,4740 ,6940 ,1600 ,2100 ,3859 ,92 ,3260 ,0 ,499 ,23657 
2016/2/19,3510 ,6950 ,1500 ,1600 ,3843 ,90 ,3100 ,0 ,400 ,21435 
2016/2/20,4240 ,6390 ,1300 ,1300 ,3415 ,96 ,2460 ,0 ,286 ,19979 
2016/2/21,2140 ,4620 ,1200 ,1000 ,2153 ,87 ,1650 ,0 ,200 ,13326 
2016/2/22,4520 ,7130 ,1600 ,1800 ,4665 ,83 ,3380 ,0 ,421 ,24145 
2016/2/23,4390 ,7300 ,1700 ,1500 ,4553 ,82 ,3490 ,0 ,464 ,24033 
2016/2/24,4490 ,7140 ,1500 ,1800 ,5047 ,85 ,3150 ,0 ,467 ,24190 
2016/2/25,5320 ,7210 ,1500 ,1700 ,4419 ,82 ,3390 ,0 ,488 ,24724 
2016/2/26,4580 ,5580 ,900 ,1300 ,3470 ,80 ,2910 ,0 ,472 ,19661 
2016/2/27,4100 ,5200 ,1100 ,1200 ,3655 ,81 ,2340 ,0 ,454 ,18563 
2016/2/28,2520 ,4550 ,1100 ,1000 ,2456 ,82 ,1770 ,0 ,259 ,14047 
2016/2/29,3820 ,7160 ,1600 ,1900 ,4101 ,84 ,3360 ,0 ,523 ,23092 
2016/3/1,5010 ,7150 ,1600 ,2200 ,4555 ,83 ,3740 ,0 ,543 ,25419 
2016/3/2,4400 ,6650 ,1500 ,1900 ,4327 ,82 ,3530 ,0 ,560 ,23531 
2016/3/3,4260 ,6820 ,1400 ,2000 ,4462 ,81 ,3500 ,0 ,512 ,23536 
2016/3/4,3500 ,5620 ,1000 ,1300 ,3209 ,85 ,2760 ,0 ,416 ,18351 
2016/3/5,3390 ,5090 ,900 ,1300 ,3285 ,85 ,2240 ,0 ,244 ,16830 
2016/3/6,3020 ,4590 ,900 ,1100 ,2530 ,99 ,1530 ,0 ,201 ,14310 
2016/3/7,3540 ,6660 ,1500 ,1800 ,3778 ,119 ,3580 ,0 ,455 ,22009 
2016/3/8,2990 ,6390 ,1400 ,1800 ,4032 ,96 ,3180 ,0 ,321 ,20683 
2016/3/9,3880 ,6490 ,1500 ,1900 ,4264 ,85 ,3470 ,0 ,437 ,22510 
2016/3/10,4670 ,6580 ,1500 ,2000 ,4462 ,84 ,3750 ,0 ,474 ,24087 
2016/3/11,4400 ,7190 ,1600 ,2000 ,4289 ,84 ,3420 ,0 ,503 ,23986 
2016/3/12,4820 ,7020 ,1200 ,1700 ,4675 ,84 ,3200 ,0 ,380 ,23584 
2016/3/13,2960 ,4510 ,1200 ,1000 ,2724 ,113 ,1770 ,0 ,171 ,14858 
2016/3/14,5550 ,7030 ,1600 ,1600 ,4445 ,66 ,3980 ,0 ,658 ,25519 
2016/3/15,4670 ,6770 ,1500 ,1600 ,4301 ,80 ,3300 ,0 ,448 ,23147 
2016/3/16,4380 ,6700 ,1600 ,1600 ,4252 ,82 ,3460 ,0 ,524 ,23070 
2016/3/17,2540 ,6640 ,1500 ,1500 ,3792 ,87 ,3070 ,0 ,322 ,19930 
2016/3/18,3400 ,6640 ,1500 ,1500 ,3653 ,89 ,3330 ,0 ,393 ,20947 
2016/3/19,2680 ,6090 ,1000 ,1900 ,3718 ,94 ,2870 ,0 ,238 ,19023 
2016/3/20,1950 ,4600 ,900 ,1000 ,2124 ,80 ,1990 ,0 ,218 ,13257 
2016/3/21,2460 ,4680 ,1100 ,1300 ,3129 ,81 ,2160 ,0 ,178 ,15365 
2016/3/22,3000 ,6480 ,1400 ,1400 ,3708 ,81 ,3350 ,0 ,353 ,20256 
2016/3/23,3020 ,6430 ,1400 ,1300 ,4899 ,83 ,3580 ,0 ,326 ,21528 
2016/3/24,3720 ,6830 ,1500 ,1900 ,4217 ,85 ,3590 ,0 ,471 ,22801 
2016/3/25,3700 ,6590 ,1300 ,1900 ,4360 ,79 ,3430 ,0 ,392 ,22266 
2016/3/26,2740 ,4990 ,1200 ,1300 ,3017 ,80 ,2460 ,0 ,278 ,16354 
2016/3/27,2170 ,4360 ,1100 ,1000 ,2273 ,15 ,1670 ,0 ,154 ,13069 
2016/3/28,3410 ,6590 ,1400 ,1700 ,3775 ,159 ,3390 ,0 ,463 ,21373 
2016/3/29,3260 ,6530 ,1300 ,1800 ,4975 ,77 ,2710 ,0 ,485 ,21652 
2016/3/30,1970 ,6310 ,1300 ,1700 ,3320 ,75 ,3010 ,0 ,413 ,18477 
2016/3/31,2100 ,6310 ,1300 ,1300 ,3619 ,77 ,2770 ,0 ,453 ,18343 
2016/4/1,4470 ,7730 ,1500 ,1400 ,5167 ,79 ,3250 ,0 ,458 ,24563 
2016/4/2,5030 ,7750 ,1700 ,2100 ,4942 ,92 ,3440 ,0 ,339 ,26034 
2016/4/3,1730 ,4390 ,900 ,1700 ,2635 ,104 ,1860 ,0 ,253 ,13931 
2016/4/4,3840 ,7720 ,1900 ,1900 ,6564 ,92 ,3560 ,0 ,482 ,26539 
2016/4/5,4440 ,6790 ,1800 ,1700 ,6523 ,92 ,3680 ,0 ,557 ,27299 
2016/4/6,2790 ,6880 ,1400 ,1600 ,4183 ,94 ,2750 ,0 ,475 ,20622 
2016/4/7,4510 ,7970 ,1900 ,1600 ,5374 ,112 ,3670 ,0 ,493 ,26232 
2016/4/8,3890 ,8290 ,2000 ,1600 ,6768 ,109 ,3540 ,0 ,445 ,27168 
2016/4/9,2490 ,7390 ,1700 ,1200 ,5047 ,102 ,2860 ,0 ,335 ,21607 
2016/4/10,1390 ,4460 ,1000 ,1400 ,2249 ,73 ,1460 ,0 ,314 ,12699 
2016/4/11,4540 ,8750 ,2000 ,1600 ,6641 ,94 ,3660 ,0 ,500 ,28356 
2016/4/12,4310 ,8940 ,2000 ,1800 ,7077 ,84 ,3790 ,0 ,441 ,29004 
2016/4/13,3820 ,8640 ,1900 ,1500 ,7030 ,91 ,3710 ,0 ,461 ,27747 
2016/4/14,3550 ,8370 ,2000 ,1500 ,7426 ,114 ,3860 ,0 ,386 ,27793 
2016/4/15,3470 ,8430 ,2000 ,2000 ,6998 ,99 ,3440 ,0 ,452 ,27402 
2016/4/16,2500 ,7500 ,1900 ,1400 ,4898 ,99 ,2860 ,0 ,282 ,21965 
2016/4/17,1280 ,4600 ,1300 ,900 ,2218 ,64 ,1680 ,0 ,232 ,12555 
2016/4/18,3200 ,8510 ,2000 ,1500 ,6917 ,84 ,3330 ,0 ,388 ,26448 
2016/4/19,3130 ,8470 ,2000 ,1800 ,7236 ,108 ,3300 ,0 ,401 ,26945 
2016/4/20,3170 ,8550 ,2000 ,1500 ,7130 ,90 ,3590 ,0 ,398 ,26967 
2016/4/21,3230 ,8320 ,2000 ,1700 ,7102 ,114 ,3210 ,0 ,394 ,26706 
2016/4/22,3420 ,8420 ,2100 ,1900 ,7173 ,102 ,3230 ,0 ,377 ,27222 
2016/4/23,2620 ,7460 ,1700 ,1200 ,5176 ,90 ,2570 ,0 ,312 ,21545 
2016/4/24,1880 ,5010 ,1300 ,900 ,2500 ,72 ,1360 ,0 ,245 ,13540 
2016/4/25,3320 ,8270 ,1900 ,1300 ,7202 ,101 ,3230 ,0 ,404 ,26352 
2016/4/26,3300 ,8700 ,1900 ,1500 ,7567 ,120 ,3410 ,0 ,398 ,27366 
2016/4/27,3420 ,8590 ,2000 ,1400 ,7471 ,124 ,3820 ,0 ,448 ,27858 
2016/4/28,3180 ,8320 ,2000 ,1800 ,7022 ,142 ,3290 ,0 ,380 ,26649 
2016/4/29,1400 ,4570 ,1300 ,1000 ,2285 ,97 ,1730 ,0 ,222 ,12852 
2016/4/30,2310 ,7330 ,1700 ,1100 ,4898 ,118 ,2410 ,0 ,259 ,20604 
2016/5/1,1320 ,4400 ,1300 ,900 ,2594 ,97 ,1420 ,0 ,226 ,12527 
2016/5/2,3040 ,8020 ,1900 ,1400 ,6905 ,124 ,2760 ,0 ,352 ,24957 
2016/5/3,4720 ,8420 ,2000 ,1400 ,7001 ,132 ,3260 ,0 ,384 ,27867 
2016/5/4,4540 ,8220 ,2200 ,1400 ,7303 ,122 ,3350 ,0 ,414 ,28114 
2016/5/5,5030 ,8490 ,2000 ,1300 ,7270 ,127 ,2850 ,0 ,383 ,28107 
2016/5/6,3970 ,8400 ,2200 ,1500 ,7380 ,131 ,3070 ,0 ,380 ,27506 
2016/5/7,4120 ,7640 ,1900 ,1200 ,5397 ,129 ,2830 ,0 ,295 ,24028 
2016/5/8,2010 ,4580 ,1200 ,900 ,2276 ,92 ,1470 ,0 ,262 ,13063 
2016/5/9,4980 ,8810 ,2100 ,1500 ,7430 ,132 ,3160 ,0 ,499 ,29204 
2016/5/10,4850 ,8690 ,2100 ,2000 ,7774 ,149 ,3530 ,0 ,495 ,30198 
2016/5/11,6090 ,8950 ,2200 ,1500 ,8042 ,128 ,3740 ,0 ,586 ,31916 
2016/5/12,5460 ,9060 ,2200 ,1600 ,7865 ,138 ,3580 ,0 ,488 ,31043 
2016/5/13,5800 ,9000 ,2200 ,1500 ,7677 ,118 ,3730 ,0 ,539 ,31265 
2016/5/14,4100 ,7790 ,1700 ,1300 ,5710 ,117 ,2660 ,0 ,358 ,24198 
2016/5/15,1410 ,4720 ,1300 ,900 ,2309 ,96 ,1550 ,0 ,261 ,12848 
2016/5/16,5060 ,8870 ,2000 ,1600 ,7476 ,143 ,3520 ,0 ,508 ,29759 
2016/5/17,4760 ,8890 ,2000 ,1600 ,7699 ,140 ,3740 ,0 ,466 ,29923 
2016/5/18,4890 ,9000 ,2100 ,1600 ,7855 ,106 ,3100 ,0 ,490 ,30366 
2016/5/19,4810 ,8750 ,2000 ,1600 ,7397 ,143 ,3530 ,0 ,507 ,29331 
2016/5/20,3930 ,8580 ,2100 ,1500 ,7195 ,127 ,3300 ,0 ,477 ,27771 
2016/5/21,3880 ,7690 ,1700 ,1300 ,5201 ,119 ,2850 ,0 ,371 ,23659 
2016/5/22,2240 ,5670 ,1200 ,1100 ,2950 ,82 ,1750 ,0 ,289 ,15528 
2016/5/23,6860 ,9300 ,2200 ,1900 ,7996 ,111 ,3870 ,0 ,577 ,33618 
2016/5/24,6890 ,9420 ,2200 ,2000 ,8278 ,128 ,4060 ,0 ,559 ,31918 
2016/5/25,6050 ,9320 ,2200 ,1600 ,8117 ,122 ,3950 ,0 ,552 ,32603 
2016/5/26,6780 ,9420 ,2300 ,2000 ,8059 ,159 ,3980 ,0 ,557 ,33945 
2016/5/27,4990 ,8960 ,2200 ,1600 ,7714 ,141 ,3640 ,0 ,489 ,30384 
2016/5/28,4060 ,7800 ,1800 ,1200 ,5419 ,130 ,2980 ,0 ,287 ,24221 
2016/5/29,1860 ,4620 ,1400 ,1000 ,2349 ,118 ,1670 ,0 ,268 ,13539 
2016/5/30,4720 ,8630 ,2100 ,1600 ,7481 ,123 ,3370 ,0 ,443 ,29057 
2016/5/31,5900 ,8990 ,2100 ,1600 ,8105 ,140 ,3760 ,0 ,480 ,31759 
2016/6/1,7500 ,2100 ,1600 ,1600 ,7978 ,104 ,3690 ,0 ,520 ,31592 
2016/6/2,5180 ,8840 ,2100 ,1800 ,7867 ,121 ,3500 ,0 ,477 ,30534 
2016/6/3,5620 ,8990 ,2200 ,1900 ,7711 ,122 ,3680 ,0 ,491 ,31411 
2016/6/4,4710 ,7800 ,2100 ,1400 ,5722 ,123 ,3090 ,0 ,304 ,25770 
2016/6/5,1610 ,4570 ,1400 ,1000 ,2282 ,96 ,1570 ,0 ,286 ,13098 
2016/6/6,5220 ,8760 ,2100 ,1700 ,7975 ,116 ,3200 ,0 ,481 ,30138 
2016/6/7,5440 ,8950 ,2100 ,1700 ,8057 ,135 ,3830 ,0 ,492 ,31363 
2016/6/8,6120 ,9390 ,2200 ,1700 ,8081 ,116 ,3800 ,0 ,553 ,32629 
2016/6/9,5860 ,8960 ,2200 ,1700 ,7982 ,151 ,3820 ,0 ,509 ,31920 
2016/6/10,5010 ,9440 ,2300 ,2300 ,8208 ,139 ,3920 ,0 ,533 ,32547 
2016/6/11,3520 ,7950 ,2000 ,1400 ,4949 ,111 ,3430 ,0 ,383 ,24301 
2016/6/12,2630 ,6030 ,1400 ,1400 ,5011 ,69 ,1780 ,0 ,301 ,19019 
2016/6/13,4550 ,8800 ,2300 ,2100 ,7915 ,104 ,3920 ,0 ,474 ,30815 
2016/6/14,4800 ,9360 ,2300 ,2000 ,8379 ,116 ,4100 ,0 ,522 ,32207 
2016/6/15,4710 ,9050 ,2200 ,2000 ,8133 ,107 ,3760 ,0 ,515 ,31114 
2016/6/16,4560 ,9120 ,2200 ,1800 ,8256 ,110 ,3960 ,0 ,539 ,31182 
2016/6/17,5170 ,9590 ,2400 ,2200 ,8357 ,143 ,4490 ,0 ,544 ,33665 
2016/6/18,4110 ,8520 ,2200 ,1900 ,6718 ,127 ,3180 ,0 ,400 ,27824 
2016/6/19,3020 ,5990 ,1800 ,1400 ,3144 ,96 ,2240 ,0 ,332 ,18391 
2016/6/20,8140 ,9720 ,2500 ,1900 ,8573 ,136 ,4380 ,0 ,651 ,36792 
2016/6/21,7490 ,9830 ,2400 ,1800 ,8632 ,131 ,4290 ,0 ,553 ,35873 
2016/6/22,4840 ,9740 ,2300 ,1800 ,8453 ,128 ,4510 ,0 ,622 ,33096 
2016/6/23,4860 ,9520 ,2400 ,1700 ,8335 ,138 ,4350 ,0 ,572 ,32599 
2016/6/24,5100 ,9520 ,2400 ,1900 ,8079 ,167 ,4130 ,0 ,512 ,32498 
2016/6/25,4240 ,8320 ,2200 ,2000 ,6449 ,144 ,3980 ,0 ,352 ,28384 
2016/6/26,2830 ,6120 ,1500 ,1600 ,4032 ,98 ,2120 ,0 ,315 ,18944 
2016/6/27,5010 ,9540 ,2500 ,1900 ,8359 ,137 ,4350 ,0 ,611 ,33156 
2016/6/28,4740 ,9230 ,2300 ,2100 ,8246 ,144 ,3780 ,0 ,482 ,31685 
2016/6/29,4910 ,9290 ,2300 ,1700 ,8146 ,133 ,3980 ,0 ,567 ,31738 
2016/6/30,4810 ,9530 ,2400 ,1700 ,8203 ,154 ,4300 ,0 ,558 ,32335 
2016/7/1,5380 ,9770 ,2600 ,2100 ,8690 ,158 ,4880 ,0 ,624 ,34953 
2016/7/2,4990 ,9220 ,2200 ,2500 ,6927 ,155 ,3930 ,0 ,356 ,30970 
2016/7/3,3640 ,6380 ,1900 ,1700 ,3285 ,117 ,2070 ,0 ,257 ,19834 
2016/7/4,5390 ,11000 ,2700 ,2000 ,9660 ,137 ,4920 ,0 ,791 ,37389 
2016/7/5,5220 ,9510 ,2500 ,1800 ,8314 ,176 ,4240 ,0 ,528 ,32986 
2016/7/6,5230 ,9890 ,2600 ,2000 ,8038 ,137 ,4680 ,0 ,647 ,33942 
2016/7/7,5410 ,10690 ,2800 ,2300 ,8815 ,160 ,5500 ,0 ,685 ,37165 
2016/7/8,5450 ,9900 ,2600 ,1900 ,8023 ,150 ,4790 ,0 ,619 ,34176 
2016/7/9,4050 ,8230 ,2300 ,1800 ,6290 ,148 ,3930 ,0 ,373 ,27783 
2016/7/10,2700 ,5920 ,1400 ,1100 ,2759 ,114 ,2840 ,0 ,299 ,17567 
2016/7/11,6420 ,10700 ,2600 ,2600 ,8741 ,138 ,5340 ,0 ,703 ,38051 
2016/7/12,6330 ,10720 ,2700 ,2000 ,9022 ,145 ,5740 ,0 ,700 ,37921 
2016/7/13,5780 ,10500 ,2600 ,1900 ,8584 ,145 ,5240 ,0 ,643 ,36174 
2016/7/14,5820 ,9840 ,2600 ,1900 ,8780 ,181 ,5210 ,0 ,661 ,35837 
2016/7/15,5390 ,9380 ,2600 ,1800 ,7212 ,150 ,4580 ,0 ,552 ,32350 
2016/7/16,3870 ,7540 ,2100 ,1900 ,6003 ,109 ,3130 ,0 ,364 ,25587 
2016/7/17,3820 ,6850 ,1600 ,1700 ,5847 ,124 ,2610 ,0 ,311 ,23318 
2016/7/18,6110 ,10190 ,2600 ,2300 ,8500 ,133 ,3580 ,0 ,752 ,34940 
2016/7/19,5980 ,10980 ,2600 ,1900 ,8947 ,155 ,5240 ,0 ,320 ,36980 
2016/7/20,5800 ,10820 ,2600 ,2100 ,8639 ,138 ,4750 ,0 ,699 ,36284 
2016/7/21,5330 ,9570 ,2400 ,1900 ,7822 ,150 ,4450 ,0 ,500 ,32858 
2016/7/22,6870 ,9130 ,2300 ,2000 ,7420 ,129 ,3840 ,0 ,503 ,32895 
2016/7/23,4800 ,8180 ,1900 ,1500 ,5624 ,109 ,3290 ,0 ,300 ,26323 
2016/7/24,2550 ,5650 ,1400 ,1100 ,2482 ,87 ,1900 ,0 ,232 ,15795 
2016/7/25,4620 ,9240 ,2300 ,1600 ,6806 ,116 ,4480 ,0 ,569 ,30369 
2016/7/26,6460 ,9160 ,2200 ,1600 ,6922 ,125 ,4300 ,0 ,515 ,31969 
2016/7/27,6220 ,9410 ,2300 ,1700 ,6612 ,111 ,4380 ,0 ,483 ,31938 
2016/7/28,7580 ,9690 ,2200 ,1800 ,7027 ,132 ,4900 ,0 ,545 ,34713 
2016/7/29,4750 ,9660 ,2300 ,2000 ,7142 ,115 ,4480 ,0 ,552 ,31651 
2016/7/30,3790 ,8540 ,1900 ,2100 ,5472 ,123 ,3790 ,0 ,382 ,26772 
2016/7/31,2550 ,5970 ,1600 ,1100 ,2782 ,129 ,2700 ,0 ,465 ,17726 
2016/8/1,4000 ,9530 ,2000 ,1800 ,5971 ,136 ,4280 ,0 ,703 ,29009 
2016/8/2,3870 ,9170 ,2000 ,1900 ,5789 ,160 ,4510 ,0 ,694 ,28736 
2016/8/3,3740 ,9370 ,1900 ,1700 ,5537 ,173 ,4250 ,0 ,658 ,27956 
2016/8/4,4050 ,9430 ,1800 ,1700 ,5815 ,166 ,4760 ,0 ,685 ,29083 
2016/8/5,4370 ,9310 ,2100 ,1700 ,5993 ,156 ,4400 ,0 ,704 ,29413 
2016/8/6,3760 ,8040 ,1700 ,1500 ,4968 ,153 ,3140 ,0 ,485 ,24316 
2016/8/7,2850 ,6380 ,1300 ,1400 ,3010 ,114 ,2020 ,0 ,229 ,17740 
2016/8/8,3150 ,7200 ,1500 ,1300 ,3362 ,114 ,2230 ,0 ,391 ,19700 
2016/8/9,3260 ,7340 ,1700 ,1400 ,3454 ,108 ,2320 ,0 ,255 ,20340 
2016/8/10,2990 ,7170 ,1500 ,1200 ,3004 ,104 ,2080 ,0 ,289 ,18786 
2016/8/11,2930 ,5780 ,1500 ,1200 ,2727 ,106 ,1820 ,0 ,301 ,16704 
2016/8/12,3240 ,6780 ,1400 ,1700 ,2901 ,95 ,1930 ,0 ,284 ,18809 
2016/8/13,2990 ,6350 ,1400 ,1100 ,2542 ,100 ,1820 ,0 ,201 ,16881 
2016/8/14,2750 ,5520 ,1200 ,1200 ,2347 ,119 ,1620 ,0 ,200 ,15319 
2016/8/15,2500 ,6320 ,1400 ,1200 ,2751 ,110 ,840 ,0 ,214 ,15867 
2016/8/16,3040 ,6580 ,1400 ,1200 ,3045 ,112 ,2120 ,0 ,281 ,18262 
2016/8/17,3170 ,7970 ,1800 ,1800 ,4764 ,120 ,3460 ,0 ,671 ,24296 
2016/8/18,4350 ,8330 ,1900 ,1500 ,4971 ,124 ,4000 ,0 ,578 ,26416 
2016/8/19,4820 ,8790 ,2100 ,2100 ,7948 ,104 ,4230 ,0 ,662 ,31355 
2016/8/20,4720 ,7990 ,2000 ,1800 ,6958 ,111 ,3430 ,0 ,385 ,28077 
2016/8/21,2570 ,5500 ,1500 ,1200 ,2254 ,110 ,1880 ,0 ,394 ,15788 
2016/8/22,5230 ,7860 ,1800 ,1800 ,4190 ,110 ,3200 ,0 ,574 ,25364 
2016/8/23,5860 ,8260 ,1800 ,1800 ,4944 ,105 ,3410 ,0 ,577 ,27356 
2016/8/24,5320 ,8400 ,1800 ,1700 ,4642 ,112 ,3280 ,0 ,539 ,26479 
2016/8/25,6030 ,8370 ,1900 ,2000 ,4953 ,96 ,3320 ,0 ,661 ,27967 
2016/8/26,5470 ,8450 ,2000 ,1800 ,4606 ,100 ,3380 ,0 ,622 ,27070 
2016/8/27,3780 ,7160 ,1900 ,1500 ,4250 ,90 ,3340 ,0 ,237 ,22769 
2016/8/28,2250 ,5220 ,1300 ,1100 ,2886 ,94 ,2340 ,0 ,222 ,15779 
2016/8/29,4360 ,7710 ,1700 ,1700 ,4275 ,108 ,3220 ,0 ,617 ,24282 
2016/8/30,4520 ,7350 ,1600 ,1800 ,3996 ,88 ,3540 ,0 ,538 ,23962 
2016/8/31,4310 ,7790 ,1500 ,1500 ,4567 ,91 ,3100 ,0 ,602 ,24038 
2016/9/1,4210 ,7410 ,1800 ,1800 ,4608 ,96 ,3900 ,0 ,623 ,25054 
2016/9/2,4900 ,7740 ,1800 ,1900 ,4687 ,106 ,4090 ,0 ,575 ,26460 
2016/9/3,6260 ,6730 ,1700 ,2700 ,4044 ,103 ,3210 ,0 ,298 ,25662 
2016/9/4,5200 ,5040 ,1500 ,1600 ,2609 ,114 ,2440 ,0 ,262 ,19300 
2016/9/5,4990 ,8390 ,1700 ,1700 ,4714 ,106 ,3840 ,0 ,717 ,26798 
2016/9/6,5760 ,8050 ,2000 ,1700 ,4646 ,101 ,3830 ,0 ,651 ,27358 
2016/9/7,4640 ,7630 ,1700 ,1700 ,5102 ,107 ,3810 ,0 ,643 ,26000 
2016/9/8,4740 ,7830 ,1700 ,1900 ,4445 ,110 ,4370 ,0 ,632 ,26278 
2016/9/9,4110 ,7430 ,1900 ,1400 ,4649 ,92 ,4140 ,0 ,605 ,24983 
2016/9/10,5770 ,7170 ,1600 ,1800 ,6132 ,85 ,2670 ,0 ,270 ,26074 
2016/9/11,3540 ,5040 ,1300 ,1800 ,2566 ,86 ,1670 ,0 ,224 ,16587 
2016/9/12,3940 ,7110 ,1700 ,1600 ,3904 ,97 ,3700 ,0 ,493 ,23131 
2016/9/13,3610 ,6900 ,1700 ,1500 ,3576 ,102 ,3170 ,0 ,640 ,20547 
2016/9/14,4030 ,6760 ,1800 ,1800 ,4637 ,102 ,3250 ,0 ,589 ,22928 
2016/9/15,3860 ,7180 ,1600 ,1800 ,4863 ,101 ,3440 ,0 ,538 ,23462 
2016/9/16,4180 ,7010 ,1600 ,2100 ,4524 ,151 ,3270 ,0 ,480 ,23335 
2016/9/17,3610 ,6930 ,1600 ,1300 ,4173 ,104 ,3520 ,0 ,204 ,21975 
2016/9/18,3300 ,4880 ,1200 ,1600 ,2494 ,106 ,2150 ,0 ,233 ,16302 
2016/9/19,2400 ,5040 ,1300 ,2000 ,2733 ,103 ,2010 ,0 ,303 ,16339 
2016/9/20,2440 ,6720 ,1400 ,1700 ,4361 ,108 ,3140 ,0 ,402 ,20749 
2016/9/21,5280 ,8480 ,2300 ,1700 ,7229 ,95 ,3770 ,0 ,469 ,29980 
2016/9/22,3460 ,7960 ,2100 ,1800 ,7109 ,146 ,3480 ,0 ,358 ,27021 
2016/9/23,5320 ,8350 ,2300 ,1800 ,7183 ,136 ,3900 ,0 ,414 ,30056 
2016/9/24,4170 ,7630 ,1900 ,1500 ,5825 ,132 ,3170 ,0 ,269 ,25165 
2016/9/25,2360 ,4850 ,1500 ,1800 ,2985 ,108 ,1880 ,0 ,215 ,16012 
2016/9/26,7720 ,9110 ,2500 ,1800 ,7911 ,145 ,4650 ,0 ,532 ,35182 
2016/9/27,8420 ,9410 ,2600 ,2100 ,8455 ,148 ,4350 ,0 ,569 ,36870 
2016/9/28,8420 ,9470 ,2600 ,2000 ,8342 ,142 ,4480 ,0 ,563 ,36850 
2016/9/29,7590 ,9110 ,2500 ,1800 ,7944 ,142 ,4380 ,0 ,483 ,34748 
2016/9/30,5880 ,8610 ,2600 ,1900 ,7328 ,130 ,3690 ,0 ,464 ,31252 
2016/10/1,4060 ,7430 ,2000 ,2100 ,5496 ,117 ,2990 ,0 ,369 ,25160 
2016/10/2,2130 ,5470 ,1800 ,1100 ,2585 ,102 ,1520 ,0 ,262 ,15393 
2016/10/3,6680 ,8990 ,2500 ,2300 ,7586 ,136 ,4220 ,0 ,571 ,33670 
2016/10/4,8210 ,9530 ,2500 ,1900 ,8064 ,121 ,4100 ,0 ,591 ,35852 
2016/10/5,6560 ,8970 ,2600 ,1800 ,7827 ,120 ,3920 ,0 ,601 ,33125 
2016/10/6,7560 ,9600 ,2500 ,2000 ,7903 ,126 ,4110 ,0 ,617 ,35210 
2016/10/7,5310 ,8580 ,2700 ,1900 ,6991 ,104 ,3680 ,0 ,536 ,30474 
2016/10/8,3120 ,7450 ,2200 ,1600 ,5410 ,97 ,2830 ,0 ,363 ,23653 
2016/10/9,1900 ,4950 ,1700 ,1200 ,2546 ,67 ,1580 ,0 ,265 ,14476 
2016/10/10,3390 ,7860 ,2200 ,1600 ,6578 ,110 ,2910 ,0 ,389 ,25618 
2016/10/11,4010 ,8000 ,2200 ,1900 ,6896 ,112 ,3260 ,0 ,502 ,27511 
2016/10/12,3820 ,8150 ,2300 ,1800 ,7044 ,108 ,3290 ,0 ,503 ,27552 
2016/10/13,3460 ,8000 ,2100 ,1600 ,6640 ,122 ,3290 ,0 ,464 ,26308 
2016/10/14,3090 ,7980 ,2200 ,2500 ,6464 ,118 ,3250 ,0 ,464 ,26587 
2016/10/15,2990 ,7050 ,1700 ,1600 ,5140 ,109 ,2680 ,0 ,407 ,22149 
2016/10/16,2300 ,4410 ,1100 ,1200 ,3190 ,85 ,1350 ,0 ,333 ,14361 
2016/10/17,3980 ,7870 ,2000 ,2000 ,6917 ,129 ,3280 ,0 ,446 ,27211 
2016/10/18,4650 ,8410 ,2300 ,1800 ,7639 ,123 ,3480 ,0 ,515 ,29524 
2016/10/19,4560 ,8440 ,2100 ,1700 ,7289 ,117 ,3720 ,0 ,527 ,29128 
2016/10/20,5230 ,8530 ,2400 ,2200 ,7373 ,134 ,3570 ,0 ,626 ,30678 
